file_path,dsp,filter_bank,general,mir,best_module,best_likelihood
audioflux\src\classic\nmf.h,0.6180229783058167,1.3564810752868652,1.8621233701705933,1.6026337146759033,general,1.8621233701705933
audioflux\include\mir\onset_algorithm.h,3.0640201568603516,38.43247604370117,2.0147502422332764,93.66947937011719,mir,93.66947937011719
audioflux\src\cqt_algorithm.c,16.51875114440918,15.052315711975098,6.541600227355957,26.140880584716797,mir,26.140880584716797
audioflux\include\cepstrogram_algorithm.h,3.088649034500122,1.6349562406539917,2.038238525390625,0.5845459699630737,dsp,3.088649034500122
audioflux\include\cwd_algorithm.h,3.365212917327881,1.897444486618042,2.3132386207580566,0.8454703092575073,dsp,3.365212917327881
audioflux\src\mir\_queue.c,87.3258285522461,29.835302352905273,8.185097694396973,74.7598648071289,dsp,87.3258285522461
audioflux\src\mir\harmonicRatio_algorithm.h,3.1091883182525635,1.6469359397888184,2.0578269958496094,76.1380386352539,mir,76.1380386352539
audioflux\src\dsp\dft_algorithm.c,111.47569274902344,2.586456060409546,9.817861557006836,13.743922233581543,dsp,111.47569274902344
audioflux\src\dsp\fft_algorithm.c,112.49031829833984,12.040804862976074,7.822617530822754,33.78086853027344,dsp,112.49031829833984
audioflux\src\track\tune_track.h,0.177162766456604,0.177162766456604,0.177162766456604,2.439272403717041,mir,2.439272403717041
audioflux\src\dsp\xcorr_algorithm.h,85.83174896240234,1.8879090547561646,7.869168281555176,3.127626895904541,dsp,85.83174896240234
audioflux\src\pwt_algorithm.h,4.590088367462158,4.138486385345459,4.539910316467285,1.0883082151412964,dsp,4.590088367462158
audioflux\src\vector\flux_vector.h,2.015291929244995,5.370589256286621,0.5644450187683105,59.39552688598633,mir,59.39552688598633
audioflux\src\cwt_algorithm.h,4.590088367462158,4.138486385345459,4.539910316467285,1.0883082151412964,dsp,4.590088367462158
audioflux\src\vector\flux_complex.h,0.0,2.3289237022399902,0.3109874725341797,2.078439474105835,filter_bank,2.3289237022399902
audioflux\src\dwt_algorithm.h,21.493938446044922,2.1700518131256104,2.860741138458252,1.3951948881149292,dsp,21.493938446044922
audioflux\src\swt_algorithm.h,3.6355981826782227,2.1700518131256104,2.5838706493377686,1.1183245182037354,dsp,3.6355981826782227
audioflux\src\nsgt_algorithm.h,4.556814670562744,40.11538314819336,4.5077667236328125,4.419304370880127,filter_bank,40.11538314819336
audioflux\src\classic\trist.c,0.23270130157470703,1.4184339046478271,2.593801975250244,19.424053192138672,mir,19.424053192138672
