file_path,app,backends,bin,concurrency,contrib,events,fixups,security,utils,worker,best_module,best_likelihood
celery\celery\bin\control.py,65.25102233886719,6.129348278045654,123.27204895019531,7.323755741119385,67.50035095214844,9.596903800964355,3.5887374877929688,7.650800704956055,14.317459106445312,14.480916976928711,bin,123.27204895019531
celery\celery\fixups\__init__.py,2.175363779067993,0.1732824742794037,3.1764042377471924,0.0,1.1743230819702148,1.0010405778884888,141.2556610107422,1.0010405778884888,1.1743230819702148,1.1743230819702148,fixups,141.2556610107422
celery\celery\app\builtins.py,80.84727478027344,71.45835876464844,100.5760269165039,12.1692476272583,13.815652847290039,5.9142584800720215,2.7721593379974365,12.499717712402344,16.591459274291992,74.3045654296875,bin,100.5760269165039
celery\extra\release\sphinx2rst_config.py,3.3413774967193604,3.0122532844543457,5.875736236572266,0.0,43.48907470703125,3.6069045066833496,1.842539668083191,1.4872634410858154,9.781484603881836,4.419337272644043,contrib,43.48907470703125
celery\t\unit\utils\__init__.py,2.1749229431152344,0.1730874627828598,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,1.000917673110962,1.000917673110962,86.98430633544922,1.174005150794983,utils,86.98430633544922
celery\celery\worker\request.py,96.31324005126953,66.74005126953125,37.9730224609375,21.71905517578125,14.783961296081543,204.5145721435547,6.117719650268555,12.825353622436523,26.59881591796875,100.60222625732422,events,204.5145721435547
celery\celery\backends\arangodb.py,60.4468994140625,132.918701171875,44.91804885864258,4.356913089752197,9.582542419433594,5.194327354431152,2.4559404850006104,5.624064922332764,9.11584186553955,9.366186141967773,backends,132.918701171875
celery\celery\security\certificate.py,9.635464668273926,44.7244873046875,26.73046112060547,6.8189568519592285,8.80343246459961,2.3772366046905518,2.3772366046905518,129.538330078125,8.269526481628418,3.4166133403778076,security,129.538330078125
celery\t\unit\worker\test_revoke.py,8.261507034301758,0.8943931460380554,10.715656280517578,2.197683811187744,6.803341388702393,8.105460166931152,1.0008975267410278,1.343737006187439,3.7641406059265137,72.25059509277344,worker,72.25059509277344
celery\celery\beat.py,90.91687774658203,67.53646850585938,84.04557037353516,18.7081298828125,27.347694396972656,75.34962463378906,8.27150821685791,15.921978950500488,27.572479248046875,28.81879425048828,app,90.91687774658203
celery\celery\utils\deprecated.py,8.858163833618164,4.6233906745910645,31.999717712402344,8.00938606262207,5.873078346252441,5.007242202758789,4.146170616149902,3.4543395042419434,89.09191131591797,6.89190673828125,utils,89.09191131591797
celery\t\unit\app\test_annotations.py,73.18824005126953,7.33542537689209,7.461136817932129,5.399666786193848,6.711045265197754,1.0008190870285034,1.5179526805877686,3.497180461883545,7.139685153961182,5.976185321807861,app,73.18824005126953
